公司,年/月,季別,合併(Y/N),月份,幣別,營業收入淨額,營業成本,營業毛利,聯屬公司已（未）實現銷貨利益,已實現銷貨毛利,營業費用,  研究發展費,  預期信用減損（損失）利益－營業費用,其他收益及費損淨額,營業利益,  利息收入,其他收入,其他利益及損失,財務成本,採權益法之關聯企業及合資損益之份額,預期信用減損（損失）利益,除列按攤銷後成本衡量金融資產淨損益,金融資產重分類淨損益,營業外收入及支出－其他,營業外收入及支出,稅前淨利,所得稅費用,繼續營業單位損益,停業單位損益,合併前非屬共同控制股權損益,其他損益調整項－非常項目及累計影響數,合併總損益,  不重分類至損益之項目－OCI,  後續可能重分類至損益之項目－OCI,  合併前非屬共同控制股權綜合損益淨額－OCI,其他綜合損益－OCI,本期綜合損益總額,歸屬母公司淨利（損）,歸屬非控制權益淨利（損）,歸屬共同控制下前手權益淨利（損）,綜合損益歸屬母公司,綜合損益歸屬非控制權益,綜合損益歸屬共同控制下前手權益,每股盈餘,加權平均股數,發放特別股股息,稀釋稅後淨利,每股盈餘－完全稀釋,加權平均股數－稀釋,稅前息前淨利,稅前息前折舊前淨利,常續性稅後淨利
1102 亞泥,2012/06,2,Y,06,NTD,"29,869,685","27,295,557","2,574,128","-1,009","2,573,119","998,742",-,-,0,"1,574,377","302,192","1,040,509","258,140","917,933","1,913,111",-,-,-,0,"2,293,827","3,868,204","352,854","3,515,350",0,-,0,"3,515,350","-676,723","-1,839,124",-,"-2,515,847","999,503","3,278,149","237,201",-,"976,385","23,118",-,1.01,"3,230,918",0,-,-,-,"4,786,137","6,996,644","3,323,306"
1101 台泥,2012/03,1,Y,03,NTD,"25,288,765","21,859,006","3,429,759",0,"3,429,759","1,142,956","8,942",-,0,"2,286,803","46,293","572,106","208,543","735,520","247,136",-,-,-,0,"292,265","2,579,068","463,243","2,115,825",0,-,0,"2,115,825","-144,320","398,380",-,"254,060","2,369,885","1,534,342","581,483",-,"2,230,751","139,134",-,0.42,"3,692,176",0,-,-,-,"3,314,588","4,894,510","1,829,131"
1102 亞泥,2012/03,1,Y,03,NTD,"13,191,051","12,073,070","1,117,981","-3,502","1,114,479","492,391",-,-,0,"622,088","110,578","357,966","22,364","476,528","1,153,857",-,-,-,0,"1,057,659","1,679,747","134,271","1,545,476",0,-,0,"1,545,476","-28,716","-342,271",-,"-370,987","1,174,489","1,423,487","121,989",-,"1,358,628","-184,139",-,0.45,"3,136,814",0,-,-,-,"2,156,275","3,283,584","1,727,756"
1101 台泥,2011/12,4,Y,12,NTD,"118,496,562","97,921,121","20,575,441",0,"20,575,441","4,402,750","57,587",-,0,"16,172,691","180,136","1,776,412","89,637","2,532,144","1,019,390",-,-,-,0,"353,295","16,525,986","2,797,872","13,728,114",0,0,0,"13,728,114",-,-,-,-,-,"8,619,825","5,108,289",0,-,-,-,2.33,"3,692,176",0,"8,619,825",2.33,"3,694,107","19,058,130","27,137,325","13,742,786"
1102 亞泥,2011/12,4,Y,12,NTD,"68,826,626","57,473,747","11,352,879",0,"11,352,879","2,466,738",-,-,0,"8,886,141","337,835","1,280,781","1,330,245","1,744,952","4,283,753",-,-,-,0,"5,149,827","14,035,968","1,787,282","12,248,686",0,0,0,"12,248,686",-,-,-,-,-,"10,016,249","2,232,437",0,-,-,-,3.19,"3,136,814",0,"10,038,635",3.13,"3,210,776","15,780,920","20,776,577","10,926,372"
1101 台泥,2011/09,3,Y,09,NTD,"87,853,669","71,350,188","16,503,481",0,"16,503,481","3,114,591","33,228",-,0,"13,388,890","125,446","1,001,287","-453,724","1,785,835","772,031",-,-,-,0,"-466,241","12,922,649","2,185,155","10,737,494",0,0,0,"10,737,494",-,-,-,-,-,"6,621,049","4,116,445",0,-,-,-,1.79,"3,692,176",0,"6,621,049",1.79,"3,692,176","14,708,484","20,671,267","11,091,739"
1102 亞泥,2011/09,3,Y,09,NTD,"49,619,295","41,565,552","8,053,743",0,"8,053,743","1,757,100",-,-,0,"6,296,643","249,141","1,016,094","1,437,051","1,286,470","3,488,545",-,-,-,0,"4,655,220","10,951,863","1,227,392","9,724,471",0,0,0,"9,724,471",-,-,-,-,-,"8,243,482","1,480,989",0,-,-,-,2.63,"3,136,814",0,"8,302,408",2.6,"3,194,909","12,238,333","15,929,757","8,317,312"
1101 台泥,2011/06,2,Y,06,NTD,"57,193,716","46,162,674","11,031,042",0,"11,031,042","1,999,782","22,457",-,0,"9,031,260","85,393","405,471","-367,021","1,170,465","492,853",-,-,-,0,"-639,162","8,392,098","1,503,235","6,888,863",0,0,0,"6,888,863",-,-,-,-,-,"4,050,619","2,838,244",0,-,-,-,1.1,"3,692,176",0,"4,050,619",1.1,"3,692,176","9,562,563","13,523,227","7,333,231"
1102 亞泥,2011/06,2,Y,06,NTD,"31,735,474","26,375,627","5,359,847",0,"5,359,847","1,239,346",-,-,0,"4,120,501","112,147","690,382","931,299","814,554","2,773,653",-,-,-,0,"3,580,780","7,701,281","850,864","6,850,417",0,0,0,"6,850,417",-,-,-,-,-,"5,917,329","933,088",0,-,-,-,1.92,"3,075,308",0,"5,884,258",1.9,"3,099,744","8,515,835","10,961,106","6,480,359"
1101 台泥,2011/03,1,Y,03,NTD,"25,350,298","20,813,117","4,537,181",0,"4,537,181","1,111,719","13,926",-,0,"3,425,462","33,799","175,065","-320,032","596,448","197,024",-,-,-,0,"-544,391","2,881,071","499,369","2,381,702",0,0,0,"2,381,702",-,-,-,-,-,"1,320,057","1,061,645",0,-,-,-,0.36,"3,692,176",0,"1,320,057",0.36,"3,692,176","3,477,519","5,338,701","2,743,394"
1102 亞泥,2011/03,1,Y,03,NTD,"14,255,486","12,045,139","2,210,347",0,"2,210,347","523,030",-,-,0,"1,687,317","44,340","248,549","40,699","411,923","1,433,710",-,-,-,0,"1,311,035","2,998,352","385,150","2,613,202",0,0,0,"2,613,202",-,-,-,-,-,"2,227,245","385,957",0,-,-,-,0.72,"3,075,308",0,"2,227,245",0.72,"3,085,568","3,410,275","4,623,726","2,655,006"
1101 台泥,2010/12,4,Y,12,NTD,"106,207,291","86,710,957","19,496,334",0,"19,496,334","3,842,022","54,457",-,0,"15,654,312","124,718","973,048","-137,076","2,396,026","856,758",-,-,-,0,"-703,296","14,951,016","1,555,291","13,395,725",0,0,0,"13,395,725",-,-,-,-,-,"8,031,321","5,364,404",0,-,-,-,2.43,"3,304,231",0,"8,031,321",2.43,"3,304,231","17,347,042","25,003,173","13,356,387"
1102 亞泥,2010/12,4,Y,12,NTD,"53,814,116","47,530,895","6,283,221",0,"6,283,221","2,004,571",-,-,0,"4,278,650","105,266","896,602","-1,174,185","1,447,653","6,425,016",-,-,-,0,"4,699,780","8,978,430","624,156","8,354,274",0,0,0,"8,354,274",-,-,-,-,-,"7,676,310","677,964",0,-,-,-,2.5,"3,075,308",0,"7,676,310",2.49,"3,087,986","10,426,083","14,895,992","9,183,668"
1101 台泥,2010/09,3,Y,09,NTD,"76,366,989","63,538,384","12,828,605",0,"12,828,605","2,708,884","55,539",-,0,"10,119,721","133,762","978,419","35,194","1,902,310","448,593",-,-,-,0,"-440,104","9,679,617","944,399","8,735,218",0,0,0,"8,735,218",-,-,-,-,-,"5,395,955","3,339,263",0,-,-,-,1.64,"3,292,176",0,"5,395,955",1.64,"3,292,176","11,581,927","17,274,733","8,603,407"
1102 亞泥,2010/09,3,Y,09,NTD,"37,041,830","33,510,712","3,531,118",0,"3,531,118","1,345,131",-,-,0,"2,185,987","79,583","947,775","-1,169,039","1,056,662","4,730,108",-,-,-,0,"3,452,182","5,638,169","262,509","5,375,660",0,0,0,"5,375,660",-,-,-,-,-,"5,234,328","141,332",0,-,-,-,1.7,"3,075,308",0,"5,234,328",1.7,"3,084,071","6,694,831","9,627,682","5,959,572"
1101 台泥,2010/06,2,Y,06,NTD,"47,971,449","40,265,869","7,705,580",0,"7,705,580","1,761,927","35,570",-,0,"5,943,653","113,898","456,641","-105,665","1,118,621","178,406",-,-,-,0,"-589,239","5,354,414","644,980","4,709,434",0,0,0,"4,709,434",-,-,-,-,-,"2,837,139","1,872,295",0,-,-,-,0.86,"3,292,176",0,"2,837,139",0.86,"3,292,176","6,473,035","10,091,532","4,672,805"
1102 亞泥,2010/06,2,Y,06,NTD,"24,427,378","21,831,160","2,596,218",0,"2,596,218","969,310",-,-,0,"1,626,908",0,"532,438","-565,451","634,926","3,070,236",-,-,-,0,"2,402,297","4,029,205","206,863","3,822,342",0,0,0,"3,822,342",-,-,-,-,-,"3,725,781","96,561",0,-,-,-,1.25,"2,985,736",0,"3,725,781",1.24,"2,994,186","4,664,131","6,715,651","4,298,666"
1101 台泥,2010/03,1,Y,03,NTD,"22,023,082","19,111,593","2,911,489",0,"2,911,489","759,155","28,394",-,0,"2,152,334","13,232","170,111","-82,739","513,737","9,707",-,-,-,0,"-416,658","1,735,676","278,039","1,457,637",0,0,0,"1,457,637",-,-,-,-,-,"924,955","532,682",0,-,-,-,0.28,"3,292,176",0,"924,955",0.28,"3,292,176","2,249,413","4,001,241","1,432,257"
1102 亞泥,2010/03,1,Y,03,NTD,"11,420,299","10,209,598","1,210,701",0,"1,210,701","448,607",-,-,0,"762,094",0,"154,069","42,835","314,338","1,235,997",-,-,-,0,"1,118,563","1,880,657","135,951","1,744,706",0,0,0,"1,744,706",-,-,-,-,-,"1,614,305","130,401",0,-,-,-,0.54,"2,985,736",0,"1,614,305",0.54,"2,995,415","2,194,995","3,248,316","1,613,737"
1101 台泥,2009/12,4,Y,12,NTD,"86,804,345","71,269,956","15,534,389",0,"15,534,389","3,057,575","34,310",-,0,"12,476,814","117,872","1,244,897","316,413","2,217,610","358,722",-,-,-,0,"-297,578","12,179,236","477,397","11,701,839",0,0,0,"11,701,839",-,-,-,-,-,"7,424,530","4,277,309",0,-,-,-,2.26,"3,292,176",0,"7,424,530",2.26,"3,292,176","14,396,846","21,230,429","11,040,044"
1102 亞泥,2009/12,4,Y,12,NTD,"48,418,125","40,330,724","8,087,401",0,"8,087,401","1,977,883",-,-,0,"6,109,518","202,794","1,042,155","-422,468","1,417,210","4,361,064",-,-,-,0,"3,563,541","9,673,059","718,049","8,955,010",0,0,0,"8,955,010",-,-,-,-,-,"7,885,009","1,070,001",0,-,-,-,2.64,"2,985,736",0,"7,885,009",2.63,"2,995,943","11,090,269","14,859,087","8,917,773"
1101 台泥,2009/09,3,Y,09,NTD,"61,931,952","51,942,319","9,989,633",0,"9,989,633","2,052,419","26,377",-,0,"7,937,214","64,235","859,354","11,791","1,714,390","442,240",-,-,-,0,"-401,005","7,536,209",287,"7,535,922",0,0,0,"7,535,922",-,-,-,-,-,"4,875,152","2,660,770",0,-,-,-,1.48,"3,292,176",0,"4,875,152",1.48,"3,292,176","9,250,599","14,484,808","6,997,355"
1102 亞泥,2009/09,3,Y,09,NTD,"35,605,437","28,549,512","7,055,925",0,"7,055,925","2,183,450",-,-,0,"4,872,475","159,075","1,242,436","-168,863","1,123,449","3,175,929",-,-,-,0,"3,126,053","7,998,528","550,185","7,448,343",0,0,0,"7,448,343",-,-,-,-,-,"6,614,476","833,867",0,-,-,-,2.22,"2,985,736",0,"6,614,476",2.21,"2,995,210","9,121,977","11,852,239","7,259,208"
1101 台泥,2009/06,2,Y,06,NTD,"39,718,793","34,283,693","5,435,100",0,"5,435,100","1,347,531","18,937",-,0,"4,087,569","48,428","427,104","-206,649","1,169,891","426,840",-,-,-,0,"-522,596","3,564,973","25,816","3,539,157",0,0,0,"3,539,157",-,-,-,-,-,"2,136,502","1,402,655",0,-,-,-,0.65,"3,292,176",0,"2,136,502",0.65,"3,292,176","4,734,864","8,295,697","3,584,071"
1102 亞泥,2009/06,2,Y,06,NTD,"22,972,279","18,566,493","4,405,786",0,"4,405,786","1,096,458",-,-,0,"3,309,328",0,"658,331","-13,449","732,330","2,182,754",-,-,-,0,"2,095,306","5,404,634","372,409","5,032,225",0,0,0,"5,032,225",-,-,-,-,-,"4,549,505","482,720",0,-,-,-,1.57,"2,898,772",0,"4,549,505",1.57,"2,906,423","6,136,964","7,949,115","4,863,531"
1101 台泥,2009/03,1,Y,03,NTD,"18,071,221","16,313,212","1,758,009",0,"1,758,009","714,759","6,093",-,0,"1,043,250","25,497","142,510","-51,416","617,901","-17,680",-,-,-,0,"-544,487","498,763","12,539","486,224",0,0,0,"486,224",-,-,-,-,-,"182,490","303,734",0,-,-,-,0.06,"3,292,176",0,-,0.06,-,"1,116,664","2,853,300","486,036"
1102 亞泥,2009/03,1,Y,03,NTD,"10,187,443","8,540,024","1,647,419",0,"1,647,419","469,439",-,-,0,"1,177,980",0,"321,246","25,689","414,428","825,064",-,-,-,0,"757,571","1,935,551","203,744","1,731,807",0,0,0,"1,731,807",-,-,-,-,-,"1,591,863","139,944",0,-,-,-,0.55,"2,898,772",0,-,0.55,-,"2,349,979","3,225,522","1,584,692"
1101 台泥,2008/12,4,Y,12,NTD,"78,476,558","70,707,693","7,768,865",0,"7,768,865","2,844,121","34,364",-,0,"4,924,744","198,105","1,001,131","3,277,212","2,529,599","-93,581",-,-,-,0,"1,655,163","6,579,907","106,228","6,473,679",0,0,0,"6,473,679",-,-,-,-,-,"5,761,258","712,421",0,-,-,-,1.75,"3,292,176",0,-,1.75,-,"9,109,506","15,213,486","3,341,091"
1102 亞泥,2008/12,4,Y,12,NTD,"44,157,780","37,890,388","6,267,392",0,"6,267,392","2,748,642",-,-,0,"3,518,750","407,611","1,744,418","-796,682","1,685,438","5,088,466",-,-,-,0,"4,350,764","7,869,514","396,879","7,472,635",0,0,0,"7,472,635",-,-,-,-,-,"7,314,642","157,993",0,-,-,-,2.52,"2,898,772",0,-,2.52,-,"9,554,952","12,462,596","7,512,870"
1101 台泥,2008/09,3,Y,09,NTD,"60,944,205","54,113,097","6,831,108",0,"6,831,108","2,059,955","28,842",-,0,"4,771,153","145,087","962,890","1,875,980","1,829,422","43,144",-,-,-,0,"1,052,592","5,823,745","158,912","5,664,833",0,0,0,"5,664,833",-,-,-,-,-,"4,646,144","1,018,689",0,-,-,-,1.41,"3,292,176",0,-,1.41,-,"7,653,167","12,064,446","3,475,859"
1102 亞泥,2008/09,3,Y,09,NTD,"31,864,460","27,211,225","4,653,235",0,"4,653,235","1,780,934",-,-,0,"2,872,301","278,739","1,442,542","-520,874","1,131,248","4,753,913",-,-,-,0,"4,544,333","7,416,634","342,157","7,074,477",0,0,0,"7,074,477",-,-,-,-,-,"6,849,116","225,361",0,-,-,-,2.36,"2,898,772",0,-,2.36,-,"8,547,882","10,695,649","6,853,617"
1101 台泥,2008/06,2,Y,06,NTD,"38,460,834","33,780,357","4,680,477",0,"4,680,477","1,495,283","14,332",-,0,"3,185,194","105,670","816,914","1,392,341","1,152,786",0,-,-,-,0,"1,056,469","4,241,663","-78,372","4,320,035",0,0,0,"4,320,035",-,-,-,-,-,"3,546,869","773,166",0,-,-,-,1.08,"3,292,176",0,-,1.08,-,"5,394,449","8,364,504","2,296,856"
1102 亞泥,2008/06,2,Y,06,NTD,"20,217,141","16,747,211","3,469,930",0,"3,469,930","1,335,099",-,-,0,"2,134,831","158,469","1,146,958","-502,147","782,738","3,607,183",-,-,-,0,"3,469,256","5,604,087","269,488","5,334,599",0,0,0,"5,334,599",-,-,-,-,-,"5,165,241","169,358",0,-,-,-,1.89,"2,734,691",0,-,1.89,-,"6,386,825","7,820,767","5,467,807"
1101 台泥,2008/03,1,Y,03,NTD,"17,906,537","15,416,167","2,490,370",0,"2,490,370","720,211","6,075",-,0,"1,770,159","44,316","125,058","750,153","611,491","-7,958",-,-,-,0,"255,762","2,025,921","319,210","1,706,711",0,0,0,"1,706,711",-,-,-,-,-,"1,282,239","424,472",0,-,-,-,0.39,"3,248,637",0,-,0.39,-,"2,637,412","4,065,285","1,043,413"
1102 亞泥,2008/03,1,Y,03,NTD,"9,421,768","7,994,036","1,427,732",0,"1,427,732","552,482",-,-,0,"875,250",0,"477,796","-500,439","359,587","2,531,567",-,-,-,0,"2,149,337","3,024,587","124,787","2,899,800",0,0,0,"2,899,800",-,-,-,-,-,"2,863,616","36,184",0,-,-,-,1.05,"2,734,691",0,-,1.05,-,"3,384,174","4,098,682","3,182,271"
1101 台泥,2007/12,4,Y,12,NTD,"76,644,676","61,254,542","15,390,134",0,"15,390,134","2,498,024","42,990",-,0,"12,892,110","176,229","1,207,753","1,159,844","2,413,221","79,741",-,-,-,0,"34,117","12,926,227","1,770,170","11,156,057",0,0,0,"11,156,057",-,-,-,-,-,"8,255,133","2,900,924",0,-,-,-,2.55,"3,242,387",0,-,2.55,-,"15,339,448","21,048,618","9,813,906"
1102 亞泥,2007/12,4,Y,12,NTD,"35,946,525","30,006,694","5,939,831",0,"5,939,831","1,926,803",-,-,0,"4,013,028","174,000","1,320,477","-403,782","1,337,147","7,173,329",-,-,-,0,"6,752,877","10,765,905","669,949","10,095,956",0,0,0,"10,095,956",-,-,-,-,-,"10,100,422","-4,466",0,-,-,-,3.69,"2,734,691",0,-,3.69,-,"12,103,052","14,558,639","10,037,573"
1101 台泥,2007/06,2,Y,06,NTD,"36,001,312","28,222,275","7,779,037",0,"7,779,037","1,314,720","19,395",-,0,"6,464,317","87,014","392,648","141,520","1,167,494","105,576",-,-,-,0,"-527,750","5,936,567","827,518","5,109,049",0,0,0,"5,109,049",-,-,-,-,-,"3,787,943","1,321,106",0,-,-,-,1.17,"3,236,033",0,-,1.17,-,"7,104,061","9,922,351","4,799,017"
1102 亞泥,2007/06,2,Y,06,NTD,"16,776,505","13,943,664","2,832,841",0,"2,832,841","795,221",-,-,0,"2,037,620","100,143","593,038","-213,312","545,088","3,587,915",-,-,-,0,"3,422,553","5,460,173","351,177","5,108,996",0,0,0,"5,108,996",-,-,-,-,-,"5,101,261","7,735",0,-,-,-,2.01,"2,532,121",0,-,2.01,-,"6,005,261","7,163,112","5,108,996"
1101 台泥,2006/12,4,Y,12,NTD,"64,942,255","52,402,134","12,540,121",0,"12,540,121","2,507,284","47,849",-,0,"10,032,837","237,562","1,306,218","313,055","2,366,956","8,493",-,-,-,0,"-739,190","9,293,647","693,090","8,600,557","39,037",0,0,"8,639,594",-,-,-,-,-,"6,877,643","1,761,951",0,-,-,-,2.2,"3,050,884","171,189",-,2.06,-,"11,660,603","17,257,549","7,650,821"
1102 亞泥,2006/12,4,Y,12,NTD,"31,654,424","26,394,279","5,260,145",0,"5,260,145","1,661,204",-,-,0,"3,598,941","199,935","1,243,598","-428,259","913,232","4,335,559",-,-,-,0,"4,237,666","7,836,607","779,497","7,057,110","125,076",0,0,"7,182,186",-,-,-,-,-,"7,206,555","-24,369",0,-,-,-,2.85,"2,532,121",0,-,2.85,-,"8,749,839","10,757,778","6,932,113"
1101 台泥,2006/06,2,Y,06,NTD,"28,803,403","24,198,983","4,604,420",0,"4,604,420","1,104,690","27,782",-,0,"3,499,730","108,602","650,884","293,860","1,168,584","269,334",-,-,-,0,"45,494","3,545,224","519,720","3,025,504","16,259",0,0,"3,041,763",-,-,-,-,-,"2,502,949","538,814",0,-,-,-,0.81,"2,950,479","123,000",-,0.76,-,"4,713,808","7,529,726","2,178,056"
1102 亞泥,2006/06,2,Y,06,NTD,"14,762,508","12,553,383","2,209,125",0,"2,209,125","493,719",-,-,0,"1,715,406","92,088","436,455","-55,263","437,969","2,313,153",-,-,-,0,"2,256,376","3,971,782","419,825","3,551,957","121,981",0,0,"3,673,938",-,-,-,-,-,"3,694,331","-20,393",0,-,-,-,1.57,"2,344,557",0,-,1.57,-,"4,409,751","5,373,947","3,416,321"
1101 台泥,2005/12,4,Y,12,NTD,"62,085,454","49,723,448","12,362,006",0,"12,362,006","2,030,687","33,568",-,0,"10,331,319","230,582","771,010","-304,521","2,125,602","431,302",-,-,-,0,"-1,227,811","9,103,508","1,700,334","7,403,174","-72,928",0,0,"7,330,246",-,-,-,-,-,"5,703,367","1,626,879",0,-,-,-,1.97,"2,773,874","246,000",-,1.73,-,"11,229,110","17,185,506","6,878,698"
1102 亞泥,2005/12,4,Y,12,NTD,"28,363,157","24,160,000","4,203,157",0,"4,203,157","1,400,254",-,-,0,"2,802,903","82,696","1,006,407","-964,987","858,026","5,300,562",-,-,-,0,"4,483,956","7,286,859","648,428","6,638,431",0,0,0,"6,638,431",-,-,-,-,-,"6,620,013","18,418",0,-,-,-,2.82,"2,344,557",0,-,2.82,-,"8,144,885","9,984,636","6,958,421"
1101 台泥,2005/06,2,Y,06,NTD,"30,377,303","23,446,685","6,930,618",0,"6,930,618","1,119,690","21,083",-,0,"5,810,928","77,069","231,588","662,948","1,000,197","89,244",-,-,-,0,"-16,417","5,794,511","1,083,076","4,711,435","-72,928",0,0,"4,638,507",-,-,-,-,-,"3,594,740","1,043,767",0,-,-,-,1.25,"2,771,750","121,989",-,1.05,-,"6,794,708","9,797,544","3,790,105"
1102 亞泥,2005/06,2,Y,06,NTD,"13,497,253","11,414,600","2,082,653",0,"2,082,653","503,735",-,-,0,"1,578,918",0,"321,769","-635,205","434,341","2,819,488",-,-,-,0,"2,071,711","3,650,629","318,460","3,332,169",0,0,0,"3,332,169",-,-,-,-,-,"3,354,346","-22,177",0,-,-,-,1.43,"2,344,557",0,-,1.43,-,"4,084,970","4,954,668","3,626,232"
1101 台泥,2004/12,4,Y,12,NTD,"51,643,841","40,752,320","10,891,521",0,"10,891,521","1,576,392",0,-,-,"9,315,129","128,894","280,583","-9,219","1,862,392","271,221",-,-,-,-,"-1,319,807","7,995,322","2,486,849","5,508,473",0,-,0,"5,508,473",-,-,-,-,-,"4,421,526","1,086,947",-,-,-,-,1.59,"2,632,811","246,000",-,1.35,-,"9,857,714","15,245,908","5,007,664"
1102 亞泥,2004/12,4,Y,12,NTD,"26,136,337","21,990,944","4,145,393",0,"4,145,393","1,223,289",-,-,-,"2,922,104",0,"707,401","-1,114,841","949,531","5,176,894",-,-,-,-,"3,819,923","6,742,027","239,009","6,503,018",0,-,0,"6,503,018",-,-,-,-,-,"6,437,765","65,253",-,-,-,-,2.97,"2,170,886",0,-,2.97,-,"7,691,558","9,617,886","6,818,942"
1101 台泥,2003/12,4,Y,12,NTD,"47,506,825","37,758,805","9,748,020",0,"9,748,020","1,351,826",0,-,-,"8,396,194","63,940","285,558","1,403,596","2,844,516","-3,874,119",-,-,-,-,"-5,029,481","3,366,713","1,034,621","2,332,092",0,-,0,"2,332,092",-,-,-,-,-,"1,762,182","569,910",-,-,-,-,0.6,"2,533,881","246,000",-,0.6,-,"6,211,229","11,485,924","53,212"
1102 亞泥,2003/12,4,Y,12,NTD,"18,087,316","14,837,075","3,250,241",0,"3,250,241","1,120,202",-,-,-,"2,130,039",0,"865,199","-1,260,912","779,195","2,494,186",-,-,-,-,"1,319,278","3,449,317","151,008","3,298,309",0,-,0,"3,298,309",-,-,-,-,-,"3,320,641","-22,332",-,-,-,-,1.63,"2,038,390",0,-,1.63,-,"4,228,512","5,517,699","3,303,309"
1101 台泥,2002/12,4,Y,12,NTD,"39,137,900","33,893,049","5,244,851",0,"5,244,851","1,559,855",-,-,-,"3,684,996","59,421","433,952","140,668","2,973,357","-1,396,131",-,-,-,-,"-3,794,868","-109,872","-1,967,107","1,857,235",0,-,0,"1,857,235",-,-,-,-,-,"286,737","1,570,498",-,-,-,-,0.02,"2,479,985","246,000",-,0.02,-,"2,863,485","6,533,593","1,021,253"
1102 亞泥,2002/12,4,Y,12,NTD,"17,540,226","15,129,915","2,410,311",0,"2,410,311","1,528,145",-,-,-,"882,166","53,711","533,961","-405,602","972,237","1,345,202",-,-,-,-,"501,324","1,383,490","151,063","1,232,427",0,-,0,"1,232,427",-,-,-,-,-,"1,160,008","72,419",-,-,-,-,0.57,"2,038,390",0,-,0.57,-,"2,355,727","3,630,743","1,105,651"
1101 台泥,2001/12,4,Y,12,NTD,"30,465,854","28,016,140","2,449,714",0,"2,449,714","1,516,181",0,-,-,"933,533","88,016","410,082","1,628,566","2,730,567","5,600",-,-,-,-,"-686,319","247,214","-97,593","344,807",0,-,0,"344,807",-,-,-,-,-,"190,575","154,232",-,-,-,-,0.05,"2,443,387","74,811",-,0.05,-,"2,977,781","6,029,477","-1,661,790"
1102 亞泥,2001/12,4,Y,12,NTD,"14,303,609","13,070,338","1,233,271",0,"1,233,271","1,038,864",-,-,-,"194,407","144,307","641,699","-199,983","1,019,702","735,238",-,-,-,-,"157,252","351,659","72,627","279,032",0,-,0,"279,032",-,-,-,-,-,"301,930","-22,898",-,-,-,-,0.15,"2,072,808",0,-,0.15,-,"1,371,361","2,641,562","94,751"
1101 台泥,2000/12,4,Y,12,NTD,"28,381,485","25,569,274","2,812,211","-8,045","2,804,166","1,502,682",-,-,-,"1,301,484","148,264","264,701","2,529,228","2,099,870","-209,768",-,-,-,-,"484,291","1,785,775","349,959","1,435,816",0,-,0,"1,435,816",-,-,-,-,-,"1,081,640","354,176",-,-,-,-,0.46,"2,367,290",0,-,0.46,-,"3,885,645","6,389,377","-1,274,310"
1102 亞泥,2000/12,4,Y,12,NTD,"12,249,810","10,918,974","1,330,836",0,"1,330,836","534,297",-,-,-,"796,539","58,894","455,405","-331,275","809,070","89,947",-,-,-,-,"-594,993","201,546","33,911","167,635",0,-,0,"167,635",-,-,-,-,-,"175,721","-8,086",-,-,-,-,0.09,"2,037,743",0,-,0.09,-,"1,010,616","1,954,615","186,156"
