公司,年/月,季別,合併(Y/N),月份,幣別,  現金及約當現金,  透過損益按公允價值衡量之金融資產－流動,  透過其他綜合損益按公允價值衡量之金融資產－流動,  按攤銷後成本衡量之金融資產－流動,  避險之金融資產－流動,  合約資產－流動,  應收帳款及票據,  其他應收款,  資金貸予他人－流動,  存貨,  待出售非流動資產,  當期所得稅資產－流動,流動資產,  透過損益按公允價值衡量之金融資產－非流動,  透過其他綜合損益按公允價值衡量之金融資產－非流動,  按攤銷後成本衡量之金融資產－非流動,  避險之金融資產－非流動,  合約資產－非流動,  採權益法之長期股權投資,  預付投資款,  不動產廠房及設備,  商譽及無形資產合計,    遞延所得稅資產,  遞延資產合計,    使用權資產,    投資性不動產淨額,  其他非流動資產,非流動資產,資產總額,  短期借款,  應付商業本票∕承兌匯票,  透過損益按公允價值衡量之金融負債－流動,  避險之金融負債－流動,  按攤銷後成本衡量之金融負債－流動,  合約負債－流動,  應付帳款及票據,  其他應付款,  當期所得稅負債,  負債準備－流動,  與待出售非流動資產直接相關之負債,  租賃負債─流動,  一年內到期長期負債,  特別股負債－流動,流動負債,  透過損益按公允價值衡量之金融負債－非流動,  避險之金融負債－非流動,  按攤銷後成本衡量之金融負債－非流動,  合約負債－非流動,  特別股負債－非流動,  應付公司債－非流動,  銀行借款－非流動,  其他長期借款－非流動,  租賃負債－非流動,  負債準備－非流動,  遞延貸項,  應計退休金負債,  遞延所得稅,非流動負債,負債總額,    普通股股本,    特別股股本,    預收股款,    待分配股票股利,    換股權利證書,  股本,  資本公積合計,    法定盈餘公積,    特別盈餘公積,    未分配盈餘,  保留盈餘,  其他權益,  庫藏股票帳面值,母公司股東權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,股東權益總額,負債及股東權益總額
1101 台泥,2016/12,4,Y,12,NTD,"28,179,758","148,488","15,536,693",0,0,0,"19,929,687","814,569","138,266","8,893,965",0,0,"77,884,012","589,736","4,190,855",0,0,-,"7,444,947",0,"101,799,766","21,175,282","915,502","915,502",-,"6,073,056","52,988,596","189,104,684","266,988,696","20,635,324","5,921,518",0,0,-,"3,352,902","7,899,677","7,732,857","1,324,329",0,0,-,"8,163,950",0,"55,104,919",0,0,-,-,0,0,"53,342,059",0,-,0,0,"184,115","10,213,967","64,487,106","119,592,025","36,921,759",0,0,0,0,"36,921,759","13,534,162","13,389,264","13,050,484","20,897,776","47,337,524","8,974,606",0,"106,768,051",0,0,"40,628,620","147,396,671","266,988,696"
1102 亞泥,2016/12,4,Y,12,NTD,"7,450,006","327,875","6,346,839","2,507,290",0,0,"14,524,858","2,740,861",0,"6,920,598",0,"25,222","42,148,568","1,310,918","13,800,282","151,846",0,-,"65,435,100","4,247","58,832,486","4,866,642","861,406","861,406",-,"35,281,745","51,059,290","196,322,217","238,470,785","18,900,622","12,032,043",0,0,-,"785,952","7,328,265","545,698","429,732","9,655",0,-,"825,563",0,"40,857,530",0,0,-,-,0,"14,094,681","32,842,810",0,-,"327,662",0,"167,129","8,137,817","56,950,034","97,807,564","33,614,472",0,0,0,0,"33,614,472","1,167,881","14,673,903","62,119,922","14,805,588","91,599,413","-3,718,689",0,"122,663,077",0,0,"18,000,144","140,663,221","238,470,785"
1101 台泥,2016/09,3,Y,09,NTD,"27,229,371","162,966","15,375,305",0,0,0,"16,940,658","654,323","517,873","8,221,800",0,0,"74,178,175","810,435","4,026,846",0,0,-,"7,724,396",0,"104,145,693","21,389,833",0,0,-,"5,976,780","52,802,568","190,899,771","265,077,946","21,325,725","7,678,660",0,0,-,"3,693,223","6,650,515","7,159,521","795,600",0,0,-,"14,575,718",0,"61,983,521",0,0,-,-,0,0,"46,359,096",0,-,0,0,"191,831","10,271,611","57,636,521","119,620,042","36,921,759",0,0,0,0,"36,921,759","13,534,162","13,389,264","13,050,495","18,768,736","45,208,495","9,511,612",0,"105,176,028",0,0,"40,281,876","145,457,904","265,077,946"
1102 亞泥,2016/09,3,Y,09,NTD,"5,620,949","360,146","6,362,741","3,945,444",0,0,"14,257,669","2,924,586",0,"6,215,531",0,"12,348","41,216,329","1,311,909","13,669,012","157,824",0,-,"64,904,723","2,101","60,475,826","4,950,551","878,881","878,881",-,"34,837,656","50,960,083","197,310,910","238,527,239","22,624,852","16,319,514",0,0,-,"787,087","7,338,465","551,250","253,508","9,655",0,-,"3,696,077",0,"51,580,408",0,0,-,-,0,"14,091,664","24,151,070",0,-,"322,755",0,"184,062","7,525,028","47,627,893","99,208,301","33,614,472",0,0,0,0,"33,614,472","1,167,204","14,673,903","62,263,167","13,256,978","90,194,048","-3,414,094",0,"121,561,630",0,0,"17,757,308","139,318,938","238,527,239"
1101 台泥,2016/06,2,Y,06,NTD,"26,182,757","146,656","14,095,190",0,0,0,"17,107,837","913,977","534,646","8,314,191",0,0,"72,814,811","810,789","3,932,343",0,0,-,"7,724,871",0,"107,998,519","21,978,037",0,0,-,"5,983,608","53,517,951","195,962,510","268,777,321","15,749,372","5,851,897",0,0,-,"2,938,293","6,804,530","12,042,103","877,862",0,0,-,"14,469,773",0,"58,857,466",0,0,-,-,0,0,"51,772,729",0,-,0,0,"239,952","10,297,263","63,147,112","122,004,578","36,921,759",0,0,0,0,"36,921,759","12,309,615","13,389,264","13,050,495","16,447,444","42,887,203","10,215,827",0,"102,334,404",0,0,"44,438,339","146,772,743","268,777,321"
1102 亞泥,2016/06,2,Y,06,NTD,"7,509,140","355,673","6,423,661","2,048,206",0,0,"14,631,648","5,402,200",0,"6,869,715",0,674,"44,972,783","1,341,313","13,881,716","161,139",0,-,"65,301,155",0,"63,492,994","5,082,397","872,894","872,894",-,"34,790,232","51,223,198","201,356,806","246,329,589","26,157,907","19,109,582",0,0,-,"725,919","7,987,492","4,467,923","272,326","9,655",0,-,"3,087,696",0,"61,818,500",0,0,-,-,0,"8,094,063","26,310,898",0,-,"317,066",0,"187,632","7,553,906","43,873,353","105,691,853","33,614,472",0,0,0,0,"33,614,472","1,155,723","14,673,903","62,263,167","12,300,023","89,237,093","-1,394,228",0,"122,613,060",0,0,"18,024,676","140,637,736","246,329,589"
1101 台泥,2016/03,1,Y,03,NTD,"31,747,040","146,462","14,972,453",0,0,0,"15,126,668","623,785","548,660","8,485,209",0,0,"78,482,102","822,346","4,179,171",0,0,-,"7,927,247",0,"110,936,901","22,341,314",0,0,-,"5,989,824","54,140,958","200,347,937","278,830,039","20,205,800","7,908,199",0,0,-,"3,145,066","5,982,644","7,252,683","1,340,178",0,0,-,"18,910,980",0,"64,818,835",0,0,-,-,0,0,"47,773,790",0,-,0,0,"275,482","10,298,826","59,260,936","124,079,771","36,921,759",0,0,0,0,"36,921,759","12,309,615","12,811,665","13,050,495","19,931,892","45,794,052","12,684,034",0,"107,709,460",0,0,"47,040,808","154,750,268","278,830,039"
1102 亞泥,2016/03,1,Y,03,NTD,"10,388,866","865,875","5,615,546","3,853,026",0,0,"14,595,460","2,946,131",0,"7,034,327",0,"83,306","48,453,008","1,366,415","15,367,476","164,460",0,-,"67,500,351",0,"65,759,665","5,211,596","1,032,899","1,032,899",-,"34,771,996","50,837,180","207,240,042","255,693,050","17,587,963","15,400,236",0,0,-,"814,979","7,666,097","574,188","494,390","9,419",0,-,"16,346,942",0,"58,894,214",0,0,-,-,0,"8,000,000","32,972,493",0,-,"324,489",0,"193,407","7,768,081","50,688,489","109,582,703","33,614,472",0,0,0,0,"33,614,472","1,155,643","14,187,878","61,104,554","16,457,090","91,749,522","871,496",0,"127,391,133",0,0,"18,719,214","146,110,347","255,693,050"
1101 台泥,2015/12,4,Y,12,NTD,"38,977,360","147,113","15,227,906",0,0,0,"20,212,952","781,245","551,198","8,941,127",0,0,"90,593,376","822,609","3,990,535",0,0,-,"8,013,265",0,"113,310,134","22,607,552","1,083,774","1,083,774",-,"5,996,536","52,645,110","202,472,979","293,066,355","22,325,389","6,159,780",0,0,-,"3,119,316","7,081,053","8,935,660","1,214,642",0,0,-,"19,133,616",0,"68,083,832",0,0,-,-,0,0,"57,986,194",0,-,0,0,"287,238","10,268,560","69,498,271","137,582,103","36,921,759",0,0,0,0,"36,921,759","12,309,615","12,811,665","13,050,495","19,710,897","45,573,057","13,238,554",0,"108,042,985",0,0,"47,441,267","155,484,252","293,066,355"
1102 亞泥,2015/12,4,Y,12,NTD,"11,024,089","1,030,970","5,283,052","5,383,861",0,0,"17,147,041","2,924,090",0,"7,318,610",0,"3,922","52,844,285","1,367,517","22,717,179","165,949",0,-,"68,784,137",0,"67,264,573","5,304,367","750,251","750,251",-,"34,629,764","50,878,951","217,232,924","270,077,209","18,677,761","13,445,051",0,0,-,"692,442","8,454,185","759,456","466,164","9,419",0,-,"22,719,449",0,"65,223,927",0,0,-,-,0,"8,000,000","32,164,684",0,-,"322,268",0,"195,835","7,817,183","49,999,090","115,223,017","33,614,472",0,0,0,0,"33,614,472","1,155,643","14,187,878","61,112,646","16,251,812","91,552,336","9,576,422",0,"135,898,873",0,0,"18,955,319","154,854,192","270,077,209"
1101 台泥,2015/09,3,Y,09,NTD,"35,931,378","148,581","16,358,225",0,0,0,"19,703,043","799,201","571,172","9,248,095",0,0,"90,814,601","822,628","4,062,414",0,0,-,"8,054,261",0,"116,584,284","22,935,744",0,0,-,"6,002,866","53,474,672","205,934,003","296,748,604","29,597,568","6,131,288",0,0,-,"3,448,183","7,021,456","8,507,552","793,415",0,0,-,"15,095,365",0,"70,796,103",0,0,-,-,0,0,"56,537,977",0,-,0,0,"275,396","10,471,711","68,313,122","139,109,225","36,921,759",0,0,0,0,"36,921,759","12,310,531","12,811,665","13,050,654","18,475,042","44,337,361","15,886,581",0,"109,456,232",0,0,"48,183,147","157,639,379","296,748,604"
1102 亞泥,2015/09,3,Y,09,NTD,"20,913,228","1,052,696","5,503,277","5,214,998",0,0,"17,412,337","3,392,050",0,"8,456,608",0,"10,397","65,456,341","16,724,064","10,501,600","169,195",0,-,"69,598,426",0,"68,587,151","5,400,851","539,504","539,504",-,"33,840,345","50,980,223","222,501,014","287,957,355","22,235,833","17,702,975","24,707","3,681",-,"835,362","8,480,151","771,115","335,585","9,419",0,-,"19,401,307",0,"69,800,135",0,0,-,-,0,"8,000,000","40,720,232",0,-,"318,104",0,"190,992","6,985,081","57,703,783","127,503,918","33,614,472",0,0,0,0,"33,614,472","1,096,249","14,187,878","61,118,749","16,594,067","91,900,694","14,656,162",0,"141,267,577",0,0,"19,185,860","160,453,437","287,957,355"
1101 台泥,2015/06,2,Y,06,NTD,"35,848,634","145,919","18,260,651",0,0,0,"21,357,337","2,288,234","449,311","9,795,623",0,0,"95,602,989","821,821","5,043,058",0,0,-,"7,565,075",0,"116,103,732","21,768,685",0,0,-,"6,007,919","52,974,087","204,276,458","299,879,447","23,599,288","5,643,553",0,0,-,"2,953,886","8,810,661","20,038,258","1,060,679",0,0,-,"16,650,117",0,"78,918,446",0,0,-,-,0,0,"57,936,547",0,-,0,0,"275,535","10,670,566","69,995,144","148,913,590","36,921,759",0,0,0,0,"36,921,759","12,225,088","12,811,665","13,050,654","17,526,297","43,388,616","17,090,614",0,"109,626,077",0,0,"41,339,780","150,965,857","299,879,447"
1102 亞泥,2015/06,2,Y,06,NTD,"11,887,636","618,251","5,899,873","8,986,644",0,0,"17,863,084","6,587,117",0,"9,422,919",0,"4,347","63,739,987","16,725,166","10,853,869","159,862",0,-,"68,088,430",0,"67,967,681","5,309,534","428,188","428,188",-,"33,764,403","50,959,380","220,492,110","284,232,097","23,188,400","13,893,471","212,549","6,876",-,"636,864","8,825,108","8,591,027","367,338","9,419",0,-,"18,864,392",0,"74,595,444",0,0,-,-,0,"8,000,000","33,753,133",0,-,"311,015",0,"190,559","6,905,976","50,687,601","125,283,045","33,614,472",0,0,0,0,"33,614,472","1,073,920","14,187,878","61,118,749","16,534,862","91,841,489","13,366,914",0,"139,896,795",0,0,"19,052,257","158,949,052","284,232,097"
1101 台泥,2015/03,1,Y,03,NTD,"31,406,216","146,388","19,582,139",0,0,0,"21,758,400","1,900,085","1,260,243","9,976,103",0,0,"92,471,096","545,892","5,101,127",0,0,-,"7,779,030",0,"110,651,850","19,879,896",0,0,-,"6,014,636","53,353,944","197,311,739","289,782,835","26,352,924","6,124,655",0,0,-,"2,799,819","6,927,581","8,261,256","1,597,080",0,0,-,"17,427,542",0,"69,579,858",0,0,-,-,0,0,"46,330,613",0,-,0,0,"285,564","10,173,593","57,983,520","127,563,378","36,921,759",0,0,0,0,"36,921,759","12,225,234","11,728,778","13,050,654","25,559,573","50,339,005","18,821,699",0,"118,307,697",0,0,"43,911,760","162,219,457","289,782,835"
1102 亞泥,2015/03,1,Y,03,NTD,"10,953,430","697,518","21,555,216","8,471,607",0,0,"18,470,659","2,822,819",0,"9,759,575",0,"4,592","75,530,943","1,431,824","13,698,569","150,510",0,-,"70,783,859",0,"69,163,983","5,404,921","448,016","448,016",-,"33,512,898","51,014,465","212,096,147","287,627,090","23,091,087","17,035,965","547,028","10,839",-,"722,535","8,393,353","908,636","555,143","9,188",0,-,"16,137,001",0,"67,410,775",0,0,-,-,0,"19,571,451","24,439,864",0,-,"312,759",0,"191,072","6,911,988","52,981,529","120,392,304","33,614,472",0,0,0,0,"33,614,472","1,073,920","13,251,715","59,505,623","23,591,169","96,348,507","16,468,033",0,"147,504,932",0,0,"19,729,854","167,234,786","287,627,090"
1101 台泥,2014/12,4,Y,12,NTD,"30,514,042","176,865","19,615,395",0,0,0,"26,543,620","2,150,436","1,962,202","10,470,879",0,0,"96,605,816","546,028","5,022,536",0,0,-,"7,671,335","2,120,380","108,445,563","19,542,637","696,336","696,336",-,"6,021,296","52,093,201","196,138,016","292,743,832","22,975,404","6,370,508",0,0,-,"2,911,537","7,267,782","8,406,652","2,226,142",0,0,-,"18,347,393",0,"68,632,044",0,0,-,-,0,0,"50,457,481",0,-,0,0,"294,307","10,078,645","62,094,107","130,726,151","36,921,759",0,0,0,0,"36,921,759","12,225,528","11,728,778","13,050,654","24,750,795","49,530,227","19,281,356",0,"117,958,870",0,0,"44,058,811","162,017,681","292,743,832"
1102 亞泥,2014/12,4,Y,12,NTD,"12,739,834","743,682","16,949,278","5,834,881",0,0,"20,154,888","2,633,755",0,"9,416,977",0,"1,251","70,558,875","1,432,927","13,363,777","152,468",0,-,"69,755,589",0,"70,586,382","5,485,677","464,876","464,876",-,"33,351,639","51,018,484","212,260,180","282,819,055","22,816,222","13,241,862","561,086",0,-,"674,389","10,010,006","919,929","593,984","9,188",0,-,"16,162,537",0,"64,989,203",0,"14,854",-,-,0,"20,954,895","26,183,195",0,-,"306,021",0,"190,518","6,827,330","56,102,626","121,091,829","33,614,472",0,0,0,0,"33,614,472","1,073,920","13,251,715","59,505,623","22,106,583","94,863,921","12,281,251",0,"141,833,564",0,0,"19,893,662","161,727,226","282,819,055"
1101 台泥,2014/09,3,Y,09,NTD,"27,917,164","176,032","17,125,047",0,0,0,"27,198,035","1,430,499","320,062","10,197,101",0,0,"89,472,928","557,353","5,076,401",0,0,-,"8,331,553",0,"106,972,592","19,321,443",0,0,-,"6,026,963","52,890,655","193,149,997","282,622,925","27,455,949","6,924,607",0,0,-,"3,476,283","8,668,752","8,424,316","1,443,139",0,0,-,"22,308,419",0,"78,920,574",0,0,-,-,0,0,"38,750,230",0,-,0,0,"284,462","9,889,494","50,291,316","129,211,890","36,921,759",0,0,0,0,"36,921,759","12,226,214","11,728,778","13,051,193","22,238,255","47,018,226","15,333,991",0,"111,500,190",0,0,"41,910,845","153,411,035","282,622,925"
1102 亞泥,2014/09,3,Y,09,NTD,"8,000,913","857,516","9,236,989","6,676,573",0,0,"18,997,740","2,926,987",0,"8,843,802",0,"2,918","57,967,112","1,485,416","13,025,649","144,279",0,-,"67,727,011",0,"67,653,241","5,311,323","375,751","375,751",-,"32,611,493","50,294,687","206,017,357","263,984,469","21,847,589","12,062,586","986,714",0,-,"858,247","10,258,832","1,627,011","471,541","9,188",0,-,"12,415,799",0,"60,537,507",0,"18,372",-,-,0,"20,358,329","22,918,149",0,-,"274,596",0,"179,876","5,873,208","51,289,386","111,826,893","33,614,472",0,0,0,0,"33,614,472","1,073,113","13,251,715","59,505,623","20,015,029","92,772,367","6,354,884",0,"133,814,836",0,0,"18,342,740","152,157,576","263,984,469"
1101 台泥,2014/06,2,Y,06,NTD,"29,177,252","175,677","17,961,287",0,0,0,"24,887,122","1,769,808","277,943","10,115,835",0,0,"89,163,129","557,352","5,006,364",0,0,-,"7,845,242",0,"106,252,824","19,155,139",0,0,-,"6,032,636","52,633,522","191,450,443","280,613,572","18,931,653","5,341,062",0,0,-,"2,883,757","8,812,275","18,364,708","1,468,259",0,0,-,"25,215,700",0,"81,190,613",0,0,-,-,0,0,"41,520,619",0,-,0,0,"288,507","9,802,019","51,926,594","133,117,207","36,921,759",0,0,0,0,"36,921,759","12,227,447","11,728,778","13,051,193","19,022,421","43,802,392","14,928,773",0,"107,880,371",0,0,"39,615,994","147,496,365","280,613,572"
1102 亞泥,2014/06,2,Y,06,NTD,"7,918,436","670,597","8,732,423","7,381,404",0,0,"19,201,891","6,631,883",0,"8,508,625",0,"1,202","62,134,910","1,483,211","12,979,110","205,484",0,-,"65,746,947",0,"67,356,408","5,247,928","364,588","364,588",-,"32,377,796","50,151,768","203,535,444","265,670,354","19,131,996","8,206,423","1,068,709",0,-,"735,197","11,981,572","8,947,152","633,308","9,188",0,-,"11,898,188",0,"62,611,733",0,"22,614",-,-,0,"20,052,060","26,612,439",0,-,"640,168",0,"181,636","5,760,739","54,799,051","117,410,784","32,955,365",0,0,"659,107",0,"33,614,472","1,103,147","13,251,715","59,505,623","17,995,304","90,752,642","5,251,957",0,"130,722,218",0,0,"17,537,352","148,259,570","265,670,354"
1101 台泥,2014/03,1,Y,03,NTD,"29,329,415","176,175","21,266,329",0,"6,895",0,"22,735,014","1,920,324","283,239","10,658,127",0,0,"92,121,458","579,451","4,818,344",0,0,-,"7,914,971",0,"108,111,081","19,439,255",0,0,-,"6,039,485","52,777,758","193,640,860","285,762,318","24,434,534","5,247,145","23,829","1,165",-,"2,891,150","9,774,367","8,109,776","1,702,730",0,0,-,"22,055,362",0,"74,388,787",0,0,-,-,0,0,"41,724,407",0,-,0,0,"296,220","9,770,177","53,118,431","127,507,218","36,921,759",0,0,0,0,"36,921,759","12,195,117","10,726,105","13,051,193","25,321,353","49,098,651","18,879,413",0,"117,094,940",0,0,"41,160,160","158,255,100","285,762,318"
1102 亞泥,2014/03,1,Y,03,NTD,"7,387,787","4,056,919","8,841,899","7,299,646",0,0,"18,525,807","2,838,051",0,"8,482,463",0,"13,352","59,219,582","1,484,314","12,513,779","160,899",0,-,"68,465,508",0,"62,784,825","2,174,925","394,337","394,337",-,"31,820,375","49,159,419","197,138,006","256,357,588","14,970,671","5,749,841","1,004,409",0,-,"762,405","7,868,946","213,191","703,875","8,963",0,-,"27,184,290",0,"58,466,591",0,"27,225",-,-,0,"7,522,508","28,952,087",0,-,"279,351",0,"181,806","5,680,307","44,451,814","102,918,405","32,955,365",0,0,0,0,"32,955,365","1,102,790","12,571,132","59,505,623","21,532,144","93,608,899","7,739,248",0,"135,406,302",0,0,"18,032,881","153,439,183","256,357,588"
1101 台泥,2013/12,4,Y,12,NTD,"25,711,065","215,182","19,165,866",0,"11,810",0,"25,597,371","1,539,157","244,277","9,286,227",0,0,"87,788,055","579,192","4,551,126",0,0,-,"8,028,252",0,"109,369,671","19,495,931","610,210","610,210",-,"6,045,488","52,258,302","194,892,684","282,680,739","18,521,893","5,102,283",0,"13,477",-,"2,630,423","8,428,309","9,793,971","1,899,948",0,0,-,"23,658,417",0,"70,398,494","22,213",0,-,-,0,0,"47,342,350",0,-,0,0,"303,577","9,679,623","58,663,668","129,062,162","36,921,759",0,0,0,0,"36,921,759","12,193,297","10,726,105","13,051,193","23,488,214","47,265,512","16,697,377",0,"113,077,945",0,0,"40,540,632","153,618,577","282,680,739"
1102 亞泥,2013/12,4,Y,12,NTD,"19,184,742","760,570","9,074,555","6,731,406",0,0,"17,467,028","2,470,991",0,"7,863,420",0,"11,774","65,337,233","1,485,416","13,664,054","155,668",0,-,"67,771,629",0,"62,481,951","2,176,436","393,696","393,696",-,"31,441,488","48,937,498","197,066,348","262,403,581","13,768,355","4,508,007","1,215,049",0,-,"626,162","8,064,125","212,566","870,572","8,963",0,-,"32,681,712",0,"61,955,511",0,"30,747",-,-,0,"8,606,676","31,092,586",0,-,"275,528",0,"181,978","5,640,897","47,605,868","109,561,379","32,955,365",0,0,0,0,"32,955,365","1,018,079","12,571,132","14,013,200","65,584,754","92,169,086","8,305,589",0,"134,448,119",0,0,"18,394,083","152,842,202","262,403,581"
1101 台泥,2013/09,3,Y,09,NTD,"19,104,057","219,373","14,829,149",0,0,0,"23,125,217","3,950,820","340,811","10,157,813",0,0,"77,580,148","579,099","4,507,469",0,0,-,"8,067,842",0,"109,695,996","19,255,712",0,0,-,"6,071,537","52,306,675","194,412,793","271,992,941","25,101,401","5,653,573",0,"31,021",-,"3,458,595","8,374,696","8,459,764","1,180,194",0,0,-,"20,815,522",0,"73,733,391","16,113",0,-,-,0,"3,500,000","38,396,562",0,-,0,0,"300,324","9,569,927","53,063,194","126,796,585","36,921,759",0,0,0,0,"36,921,759","12,192,857","10,726,105","13,053,491","20,726,453","44,506,049","13,008,590",0,"106,629,255",0,0,"38,567,101","145,196,356","271,992,941"
1102 亞泥,2013/09,3,Y,09,NTD,"13,255,032","4,431,743","5,854,126","6,525,884",0,0,"15,358,693","3,200,328",0,"6,620,229",0,"54,266","57,543,204","1,328,987","13,080,253","2,059,925",0,-,"65,232,209",0,"61,788,328","2,170,520","380,678","380,678",-,"30,484,254","48,066,063","194,106,963","251,650,167","14,030,950","5,174,182","1,190,452",0,-,"798,753","7,311,438","211,553","487,020","8,963",0,-,"36,571,045",0,"65,784,356",0,"34,544",-,-,0,"8,530,723","24,048,499",0,-,"666,635",0,"212,227","5,351,152","40,410,752","106,195,108","32,955,365",0,0,0,0,"32,955,365","1,019,245","12,571,132","14,013,199","61,288,607","87,872,938","5,888,881",0,"127,736,429",0,0,"17,718,630","145,455,059","251,650,167"
1101 台泥,2013/06,2,Y,06,NTD,"20,171,167","275,130","13,111,745",0,"8,208",0,"20,128,386","4,773,296","365,117","10,591,130",0,0,"77,446,686","579,264","4,606,311",0,0,-,"7,912,439","560,780","110,566,117","19,486,078",0,0,-,"6,078,397","52,415,968","196,126,957","273,573,643","16,187,106","3,848,811","6,884","25,473",-,"2,893,731","9,882,099","15,731,120","913,601",0,0,-,"18,951,638",0,"68,900,434","7,773",0,-,-,0,"3,500,000","50,736,261",0,-,0,0,"301,897","9,458,082","65,466,041","134,366,475","36,921,759",0,0,0,0,"36,921,759","12,192,857","10,726,105","13,053,436","17,295,884","41,075,425","11,577,183",0,"101,767,224",0,0,"37,439,944","139,207,168","273,573,643"
1102 亞泥,2013/06,2,Y,06,NTD,"19,077,321","1,951,495","6,011,818","12,385,322",0,0,"16,471,431","6,599,231",0,"7,433,744",0,"29,590","71,535,086","1,330,090","12,499,554","1,913,305",0,-,"64,284,594",0,"60,451,870","2,207,072","363,606","363,606",-,"30,130,209","47,839,983","190,890,074","262,425,160","9,934,680","4,048,305","827,181",0,-,"619,340","8,496,856","5,955,033","497,967","8,963",0,-,"38,927,333",0,"69,315,658",0,"37,246",-,-,0,"13,941,678","28,088,366",0,-,"264,014",0,"212,813","5,315,019","49,761,011","119,076,669","32,309,181",0,0,"646,184",0,"32,955,365","1,019,808","12,571,132","14,013,199","59,603,019","86,187,350","5,663,318",0,"125,825,841",0,0,"17,522,650","143,348,491","262,425,160"
